ID,Timestamp,Occupancy,Capacity
4023,2016-10-08 15:30:00,614,687
4024,2016-10-08 16:04:00,612,687
4025,2016-10-08 16:30:00,610,687
4026,2016-10-09 08:04:00,288,687
4027,2016-10-09 08:30:00,288,687
4028,2016-10-09 09:04:00,286,687
4029,2016-10-09 09:30:00,292,687
4030,2016-10-09 09:57:00,300,687
4031,2016-10-09 10:30:00,303,687
4032,2016-10-09 11:04:00,300,687
4033,2016-10-09 11:30:00,306,687
4034,2016-10-09 11:57:00,302,687
4035,2016-10-09 12:30:00,302,687
4036,2016-10-09 13:04:00,310,687
4037,2016-10-09 13:30:00,313,687
4038,2016-10-09 14:03:00,348,687
4039,2016-10-09 14:30:00,355,687
4040,2016-10-09 15:04:00,364,687
4041,2016-10-09 15:30:00,366,687
4042,2016-10-09 16:03:00,364,687
4043,2016-10-09 16:30:00,335,687
4044,2016-10-10 08:04:00,249,687
4045,2016-10-10 08:30:00,285,687
4046,2016-10-10 09:04:00,354,687
4047,2016-10-10 09:30:00,408,687
4048,2016-10-10 10:03:00,466,687
4049,2016-10-10 10:30:00,500,687
4050,2016-10-10 10:57:00,511,687
4051,2016-10-10 11:30:00,526,687
4052,2016-10-10 11:57:00,537,687
4053,2016-10-10 12:30:00,547,687
4054,2016-10-10 13:04:00,554,687
4055,2016-10-10 13:30:00,547,687
4056,2016-10-10 14:03:00,532,687
4057,2016-10-10 14:30:00,524,687
4058,2016-10-10 14:57:00,513,687
4059,2016-10-10 15:30:00,471,687
4060,2016-10-10 15:57:00,453,687
4061,2016-10-10 16:30:00,415,687
4062,2016-10-11 08:04:00,314,687
4063,2016-10-11 08:30:00,341,687
4064,2016-10-11 08:57:00,381,687
4065,2016-10-11 09:30:00,445,687
4066,2016-10-11 09:57:00,501,687
4067,2016-10-11 10:30:00,548,687
4068,2016-10-11 10:57:00,574,687
4069,2016-10-11 11:30:00,602,687
4070,2016-10-11 12:03:00,633,687
4071,2016-10-11 12:30:00,628,687
4072,2016-10-11 13:04:00,642,687
4073,2016-10-11 13:31:00,638,687
4074,2016-10-11 14:04:00,638,687
4075,2016-10-11 14:30:00,611,687
4076,2016-10-11 15:03:00,601,687
4077,2016-10-11 15:33:00,568,687
4078,2016-10-11 16:01:00,532,687
4079,2016-10-11 16:26:00,489,687
4080,2016-10-12 08:04:00,333,687
4081,2016-10-12 08:31:00,355,687
4082,2016-10-12 09:03:00,405,687
4083,2016-10-12 09:26:00,439,687
4084,2016-10-12 10:01:00,498,687
4085,2016-10-12 10:31:00,548,687
4086,2016-10-12 11:04:00,580,687
4087,2016-10-12 11:31:00,600,687
4088,2016-10-12 12:04:00,617,687
4089,2016-10-12 12:31:00,633,687
4090,2016-10-12 13:04:00,642,687
4091,2016-10-12 13:34:00,631,687
4092,2016-10-12 14:03:00,612,687
4093,2016-10-12 14:34:00,600,687
4094,2016-10-12 15:01:00,583,687
4095,2016-10-12 15:30:00,546,687
4096,2016-10-12 15:57:00,527,687
4097,2016-10-12 16:31:00,474,687
4098,2016-10-13 07:57:00,338,687
4099,2016-10-13 08:31:00,369,687
4100,2016-10-13 09:04:00,426,687
4101,2016-10-13 09:31:00,431,687
4102,2016-10-13 09:57:00,474,687
4103,2016-10-13 10:31:00,516,687
4104,2016-10-13 11:04:00,532,687
4105,2016-10-13 11:31:00,549,687
4106,2016-10-13 11:57:00,568,687
4107,2016-10-13 12:31:00,578,687
4108,2016-10-13 13:04:00,601,687
4109,2016-10-13 13:31:00,589,687
4110,2016-10-13 13:57:00,583,687
4111,2016-10-13 14:31:00,577,687
4112,2016-10-13 15:04:00,548,687
4113,2016-10-13 15:31:00,523,687
4114,2016-10-13 16:04:00,499,687
4115,2016-10-13 16:31:00,468,687
4116,2016-10-14 08:01:00,321,687
4117,2016-10-14 08:27:00,345,687
4118,2016-10-14 09:01:00,394,687
4119,2016-10-14 09:27:00,439,687
4120,2016-10-14 10:01:00,470,687
4121,2016-10-14 10:27:00,489,687
4122,2016-10-14 11:01:00,504,687
4123,2016-10-14 11:27:00,531,687
4124,2016-10-14 12:01:00,535,687
4125,2016-10-14 12:27:00,530,687
4126,2016-10-14 13:01:00,531,687
4127,2016-10-14 13:27:00,544,687
4128,2016-10-14 14:01:00,546,687
4129,2016-10-14 14:34:00,522,687
4130,2016-10-14 15:01:00,514,687
4131,2016-10-14 15:27:00,503,687
4132,2016-10-14 16:01:00,464,687
4133,2016-10-14 16:34:00,422,687
4134,2016-10-15 08:01:00,255,687
4135,2016-10-15 08:34:00,262,687
4136,2016-10-15 09:01:00,277,687
4137,2016-10-15 09:27:00,290,687
4138,2016-10-15 10:01:00,321,687
4139,2016-10-15 10:27:00,325,687
4140,2016-10-15 11:01:00,323,687
4141,2016-10-15 11:27:00,327,687
4142,2016-10-15 12:01:00,333,687
4143,2016-10-15 12:27:00,335,687
4144,2016-10-15 13:01:00,361,687
4145,2016-10-15 13:34:00,416,687
4146,2016-10-15 14:01:00,457,687
4147,2016-10-15 14:27:00,480,687
4148,2016-10-15 15:01:00,486,687
4149,2016-10-15 15:27:00,498,687
4150,2016-10-15 16:01:00,497,687
4151,2016-10-15 16:27:00,479,687
4152,2016-10-16 08:04:00,244,687
4153,2016-10-16 08:27:00,265,687
4154,2016-10-16 09:01:00,342,687
4155,2016-10-16 09:27:00,400,687
4156,2016-10-16 10:04:00,450,687
4157,2016-10-16 10:34:00,471,687
4158,2016-10-16 11:01:00,494,687
4159,2016-10-16 11:27:00,548,687
4160,2016-10-16 12:01:00,598,687
4161,2016-10-16 12:27:00,624,687
4162,2016-10-16 13:01:00,640,687
4163,2016-10-16 13:27:00,613,687
4164,2016-10-16 14:01:00,583,687
4165,2016-10-16 14:34:00,540,687
4166,2016-10-16 15:01:00,520,687
4167,2016-10-16 15:31:00,473,687
4168,2016-10-16 15:57:00,441,687
4169,2016-10-16 16:31:00,381,687
4170,2016-10-17 08:01:00,267,687
4171,2016-10-17 08:27:00,294,687
4172,2016-10-17 09:01:00,346,687
4173,2016-10-17 09:27:00,386,687
4174,2016-10-17 10:04:00,445,687
4175,2016-10-17 10:31:00,485,687
4176,2016-10-17 11:04:00,513,687
4177,2016-10-17 11:31:00,529,687
4178,2016-10-17 12:04:00,540,687
4179,2016-10-17 12:31:00,535,687
4180,2016-10-17 12:57:00,539,687
4181,2016-10-17 13:31:00,547,687
4182,2016-10-17 14:04:00,557,687
4183,2016-10-17 14:31:00,549,687
4184,2016-10-17 14:57:00,531,687
4185,2016-10-17 15:31:00,520,687
4186,2016-10-17 15:57:00,485,687
4187,2016-10-17 16:28:00,455,687
4188,2016-10-18 08:01:00,297,687
4189,2016-10-18 08:28:00,328,687
4190,2016-10-18 09:01:00,374,687
4191,2016-10-18 09:28:00,429,687
4192,2016-10-18 10:01:00,494,687
4193,2016-10-18 10:28:00,535,687
4194,2016-10-18 11:01:00,570,687
4195,2016-10-18 11:27:00,578,687
4196,2016-10-18 12:01:00,596,687
4197,2016-10-18 12:27:00,592,687
4198,2016-10-18 13:01:00,608,687
4199,2016-10-18 13:28:00,616,687
4200,2016-10-18 13:54:00,604,687
4201,2016-10-18 14:27:00,585,687
4202,2016-10-18 15:01:00,554,687
4203,2016-10-18 15:27:00,529,687
4204,2016-10-18 15:55:00,519,687
4205,2016-10-18 16:27:00,468,687
4206,2016-10-19 08:05:00,318,687
4207,2016-10-19 08:25:00,341,687
4208,2016-10-19 08:58:00,390,687
4209,2016-10-19 09:32:00,458,687
4210,2016-10-19 09:58:00,508,687
4211,2016-10-19 10:25:00,553,687
4212,2016-10-19 10:59:00,591,687
4213,2016-10-19 11:25:00,592,687
4214,2016-10-19 11:59:00,611,687
4215,2016-10-19 12:25:00,624,687
4216,2016-10-19 12:58:00,641,687
4217,2016-10-19 13:25:00,639,687
4218,2016-10-19 13:58:00,647,687
4219,2016-10-19 14:32:00,617,687
4220,2016-10-19 14:58:00,589,687
4221,2016-10-19 15:32:00,532,687
4222,2016-10-19 15:59:00,499,687
4223,2016-10-19 16:25:00,477,687
4224,2016-10-22 07:59:00,251,687
4225,2016-10-22 08:26:00,255,687
4226,2016-10-22 08:59:00,277,687
4227,2016-10-22 09:26:00,301,687
4228,2016-10-22 09:59:00,317,687
4229,2016-10-22 10:26:00,335,687
4230,2016-10-22 10:59:00,350,687
4231,2016-10-22 11:32:00,359,687
4232,2016-10-22 11:59:00,384,687
4233,2016-10-22 12:32:00,416,687
4234,2016-10-22 12:59:00,439,687
4235,2016-10-22 13:32:00,472,687
4236,2016-10-22 13:59:00,489,687
4237,2016-10-22 14:39:00,503,687
4238,2016-10-22 14:59:00,510,687
4239,2016-10-22 15:26:00,516,687
4240,2016-10-22 15:59:00,511,687
4241,2016-10-22 16:26:00,491,687
4242,2016-10-23 07:59:00,288,687
4243,2016-10-23 08:26:00,287,687
4244,2016-10-23 08:59:00,297,687
4245,2016-10-23 09:26:00,293,687
4246,2016-10-23 09:59:00,300,687
4247,2016-10-23 10:26:00,307,687
4248,2016-10-23 10:59:00,306,687
4249,2016-10-23 11:26:00,299,687
4250,2016-10-23 11:59:00,302,687
4251,2016-10-23 12:26:00,304,687
4252,2016-10-23 13:06:00,366,687
4253,2016-10-23 13:26:00,401,687
4254,2016-10-23 13:59:00,454,687
4255,2016-10-23 14:26:00,476,687
4256,2016-10-23 14:59:00,503,687
4257,2016-10-23 15:26:00,480,687
4258,2016-10-23 15:59:00,462,687
4259,2016-10-23 16:26:00,423,687
4260,2016-10-24 07:56:00,271,687
4261,2016-10-24 08:29:00,312,687
4262,2016-10-24 09:03:00,363,687
4263,2016-10-24 09:30:00,381,687
4264,2016-10-24 09:55:00,413,687
4265,2016-10-24 10:30:00,441,687
4266,2016-10-24 11:03:00,458,687
4267,2016-10-24 11:29:00,465,687
4268,2016-10-24 12:02:00,501,687
4269,2016-10-24 12:30:00,490,687
4270,2016-10-24 12:56:00,510,687
4271,2016-10-24 13:30:00,512,687
4272,2016-10-24 13:56:00,505,687
4273,2016-10-24 14:30:00,491,687
4274,2016-10-24 14:56:00,483,687
4275,2016-10-24 15:32:00,470,687
4276,2016-10-24 16:00:00,450,687
4277,2016-10-24 16:33:00,407,687
4278,2016-10-25 08:00:00,277,687
4279,2016-10-25 08:26:00,305,687
4280,2016-10-25 09:00:00,351,687
4281,2016-10-25 09:19:00,391,687
4282,2016-10-25 09:56:00,444,687
4283,2016-10-25 10:29:00,471,687
4284,2016-10-25 10:56:00,487,687
4285,2016-10-25 11:29:00,516,687
4286,2016-10-25 12:02:00,531,687
4287,2016-10-25 12:29:00,541,687
4288,2016-10-25 13:03:00,565,687
4289,2016-10-25 13:29:00,574,687
4290,2016-10-25 13:56:00,577,687
4291,2016-10-25 14:29:00,583,687
4292,2016-10-25 15:02:00,577,687
4293,2016-10-25 15:29:00,550,687
4294,2016-10-25 15:56:00,522,687
4295,2016-10-25 16:29:00,476,687
4296,2016-10-26 07:59:00,305,687
4297,2016-10-26 08:32:00,349,687
4298,2016-10-26 08:59:00,390,687
4299,2016-10-26 09:26:00,432,687
4300,2016-10-26 09:59:00,488,687
4301,2016-10-26 10:26:00,512,687
4302,2016-10-26 10:59:00,540,687
4303,2016-10-26 11:26:00,538,687
4304,2016-10-26 11:59:00,543,687
4305,2016-10-26 12:26:00,557,687
4306,2016-10-26 12:59:00,584,687
4307,2016-10-26 13:26:00,614,687
4308,2016-10-26 13:59:00,608,687
4309,2016-10-26 14:26:00,601,687
4310,2016-10-26 14:59:00,597,687
4311,2016-10-26 15:26:00,584,687
4312,2016-10-26 15:59:00,549,687
4313,2016-10-26 16:32:00,497,687
4314,2016-10-27 07:59:00,368,687
4315,2016-10-27 08:32:00,420,687
4316,2016-10-27 08:59:00,452,687
4317,2016-10-27 09:32:00,476,687
4318,2016-10-27 09:59:00,507,687
4319,2016-10-27 10:25:00,527,687
4320,2016-10-27 10:59:00,573,687
4321,2016-10-27 11:32:00,589,687
4322,2016-10-27 11:59:00,617,687
4323,2016-10-27 12:26:00,618,687
4324,2016-10-27 12:59:00,647,687
4325,2016-10-27 13:32:00,657,687
4326,2016-10-27 13:59:00,651,687
4327,2016-10-27 14:26:00,638,687
4328,2016-10-27 14:59:00,625,687
4329,2016-10-27 15:26:00,610,687
4330,2016-10-27 15:59:00,566,687
4331,2016-10-27 16:26:00,529,687
4332,2016-10-28 08:16:00,348,687
4333,2016-10-28 08:16:00,348,687
4334,2016-10-28 08:56:00,397,687
4335,2016-10-28 09:29:00,425,687
4336,2016-10-28 10:02:00,458,687
4337,2016-10-28 10:29:00,491,687
4338,2016-10-28 10:56:00,503,687
4339,2016-10-28 11:29:00,525,687
4340,2016-10-28 12:02:00,537,687
4341,2016-10-28 12:29:00,556,687
4342,2016-10-28 13:02:00,585,687
4343,2016-10-28 13:29:00,600,687
4344,2016-10-28 14:02:00,593,687
4345,2016-10-28 14:29:00,584,687
4346,2016-10-28 15:02:00,583,687
4347,2016-10-28 15:29:00,550,687
4348,2016-10-28 16:02:00,513,687
4349,2016-10-28 16:29:00,481,687
4350,2016-10-29 07:59:00,316,687
4351,2016-10-29 08:26:00,323,687
4352,2016-10-29 08:59:00,334,687
4353,2016-10-29 09:26:00,350,687
4354,2016-10-29 09:59:00,373,687
4355,2016-10-29 10:26:00,395,687
4356,2016-10-29 10:59:00,402,687
4357,2016-10-29 11:25:00,401,687
4358,2016-10-29 12:06:00,429,687
4359,2016-10-29 12:26:00,436,687
4360,2016-10-29 12:59:00,469,687
4361,2016-10-29 13:26:00,502,687
4362,2016-10-29 13:59:00,528,687
4363,2016-10-29 14:26:00,560,687
4364,2016-10-29 14:59:00,593,687
4365,2016-10-29 15:26:00,598,687
4366,2016-10-29 15:59:00,581,687
4367,2016-10-29 16:26:00,582,687
4368,2016-10-30 07:59:00,337,687
4369,2016-10-30 07:59:00,337,687
4370,2016-10-30 07:59:00,337,687
4371,2016-10-30 08:25:00,337,687
4372,2016-10-30 08:59:00,331,687
4373,2016-10-30 09:25:00,336,687
4374,2016-10-30 09:59:00,334,687
4375,2016-10-30 10:25:00,329,687
4376,2016-10-30 10:59:00,320,687
4377,2016-10-30 11:25:00,312,687
4378,2016-10-30 11:59:00,321,687
4379,2016-10-30 12:26:00,324,687
4380,2016-10-30 13:06:00,353,687
4381,2016-10-30 13:25:00,357,687
4382,2016-10-30 13:59:00,385,687
4383,2016-10-30 14:32:00,399,687
4384,2016-10-30 15:00:00,407,687
4385,2016-10-30 15:32:00,399,687
4386,2016-10-31 08:00:00,308,687
4387,2016-10-31 08:26:00,338,687
4388,2016-10-31 09:00:00,400,687
4389,2016-10-31 09:26:00,449,687
4390,2016-10-31 10:00:00,490,687
4391,2016-10-31 10:26:00,518,687
4392,2016-10-31 11:00:00,531,687
4393,2016-10-31 11:26:00,544,687
4394,2016-10-31 12:00:00,564,687
4395,2016-10-31 12:26:00,573,687
4396,2016-10-31 13:00:00,596,687
4397,2016-10-31 13:26:00,607,687
4398,2016-10-31 13:59:00,594,687
4399,2016-10-31 14:26:00,577,687
4400,2016-10-31 15:00:00,562,687
4401,2016-10-31 15:27:00,537,687
4402,2016-10-31 16:00:00,495,687
4403,2016-10-31 16:26:00,466,687
4404,2016-11-01 08:06:00,324,687
4405,2016-11-01 08:26:00,352,687
4406,2016-11-01 09:00:00,404,687
4407,2016-11-01 09:26:00,453,687
4408,2016-11-01 10:00:00,525,687
4409,2016-11-01 10:26:00,567,687
4410,2016-11-01 11:00:00,602,687
4411,2016-11-01 11:26:00,610,687
4412,2016-11-01 12:00:00,636,687
4413,2016-11-01 12:26:00,647,687
4414,2016-11-01 13:00:00,651,687
4415,2016-11-01 13:26:00,645,687
4416,2016-11-01 14:00:00,629,687
4417,2016-11-01 14:26:00,608,687
4418,2016-11-01 15:00:00,592,687
4419,2016-11-01 15:27:00,574,687
4420,2016-11-01 16:00:00,539,687
4421,2016-11-01 16:33:00,493,687
4422,2016-11-02 07:56:00,313,687
4423,2016-11-02 08:30:00,349,687
4424,2016-11-02 08:56:00,375,687
4425,2016-11-02 09:30:00,444,687
4426,2016-11-02 09:56:00,492,687
4427,2016-11-02 10:29:00,539,687
4428,2016-11-02 10:56:00,564,687
4429,2016-11-02 11:30:00,593,687
4430,2016-11-02 11:56:00,591,687
4431,2016-11-02 12:30:00,604,687
4432,2016-11-02 13:03:00,633,687
4433,2016-11-02 13:30:00,639,687
4434,2016-11-02 14:03:00,657,687
4435,2016-11-02 14:30:00,648,687
4436,2016-11-02 14:56:00,626,687
4437,2016-11-02 15:29:00,597,687
4438,2016-11-02 16:03:00,551,687
4439,2016-11-02 16:30:00,516,687
4440,2016-11-03 08:00:00,387,687
4441,2016-11-03 08:26:00,433,687
4442,2016-11-03 09:00:00,486,687
4443,2016-11-03 09:26:00,502,687
4444,2016-11-03 10:00:00,556,687
4445,2016-11-03 10:26:00,580,687
4446,2016-11-03 11:00:00,616,687
4447,2016-11-03 11:26:00,628,687
4448,2016-11-03 12:00:00,647,687
4449,2016-11-03 12:26:00,666,687
4450,2016-11-03 12:59:00,492,687
4451,2016-11-03 13:26:00,508,687
4452,2016-11-03 13:59:00,510,687
4453,2016-11-03 14:26:00,493,687
4454,2016-11-03 15:00:00,471,687
4455,2016-11-03 15:26:00,435,687
4456,2016-11-03 16:03:00,411,687
4457,2016-11-03 16:30:00,405,687
4458,2016-11-04 08:00:00,334,687
4459,2016-11-04 08:26:00,352,687
4460,2016-11-04 08:59:00,393,687
4461,2016-11-04 09:33:00,429,687
4462,2016-11-04 10:00:00,479,687
4463,2016-11-04 10:26:00,499,687
4464,2016-11-04 11:00:00,524,687
4465,2016-11-04 11:33:00,538,687
4466,2016-11-04 12:00:00,540,687
4467,2016-11-04 12:33:00,537,687
4468,2016-11-04 13:00:00,550,687
4469,2016-11-04 13:26:00,554,687
4470,2016-11-04 13:59:00,567,687
4471,2016-11-04 14:26:00,539,687
4472,2016-11-04 15:00:00,521,687
4473,2016-11-04 15:26:00,489,687
4474,2016-11-04 16:00:00,461,687
4475,2016-11-04 16:26:00,436,687
4476,2016-11-05 08:00:00,254,687
4477,2016-11-05 08:26:00,256,687
4478,2016-11-05 08:59:00,259,687
4479,2016-11-05 09:26:00,263,687
4480,2016-11-05 09:59:00,278,687
4481,2016-11-05 10:33:00,290,687
4482,2016-11-05 10:59:00,306,687
4483,2016-11-05 11:26:00,318,687
4484,2016-11-05 12:06:00,360,687
4485,2016-11-05 12:26:00,379,687
4486,2016-11-05 13:00:00,403,687
4487,2016-11-05 13:33:00,467,687
4488,2016-11-05 13:59:00,500,687
4489,2016-11-05 14:26:00,518,687
4490,2016-11-05 15:00:00,530,687
4491,2016-11-05 15:26:00,549,687
4492,2016-11-05 16:00:00,548,687
4493,2016-11-05 16:26:00,525,687
4494,2016-11-06 08:00:00,325,687
4495,2016-11-06 08:26:00,327,687
4496,2016-11-06 09:00:00,331,687
4497,2016-11-06 09:33:00,330,687
4498,2016-11-06 10:00:00,330,687
4499,2016-11-06 10:26:00,324,687
4500,2016-11-06 10:59:00,314,687
4501,2016-11-06 11:26:00,327,687
4502,2016-11-06 11:59:00,336,687
4503,2016-11-06 12:26:00,323,687
4504,2016-11-06 13:06:00,362,687
4505,2016-11-06 13:26:00,364,687
4506,2016-11-06 13:59:00,399,687
4507,2016-11-06 14:33:00,427,687
4508,2016-11-06 15:00:00,438,687
4509,2016-11-06 15:26:00,434,687
4510,2016-11-06 15:59:00,430,687
4511,2016-11-06 16:26:00,402,687
4512,2016-11-07 08:00:00,295,687
4513,2016-11-07 08:26:00,326,687
4514,2016-11-07 08:59:00,393,687
4515,2016-11-07 09:26:00,437,687
4516,2016-11-07 09:59:00,488,687
4517,2016-11-07 10:26:00,538,687
4518,2016-11-07 10:59:00,569,687
4519,2016-11-07 11:26:00,592,687
4520,2016-11-07 11:59:00,604,687
4521,2016-11-07 12:26:00,609,687
4522,2016-11-07 12:59:00,597,687
4523,2016-11-07 13:33:00,611,687
4524,2016-11-07 13:59:00,614,687
4525,2016-11-07 14:33:00,583,687
4526,2016-11-07 15:00:00,564,687
4527,2016-11-07 15:33:00,540,687
4528,2016-11-07 16:00:00,517,687
4529,2016-11-07 16:33:00,479,687
4530,2016-11-08 07:59:00,322,687
4531,2016-11-08 08:26:00,351,687
4532,2016-11-08 08:59:00,391,687
4533,2016-11-08 09:26:00,446,687
4534,2016-11-08 09:59:00,508,687
4535,2016-11-08 10:33:00,570,687
4536,2016-11-08 11:00:00,607,687
4537,2016-11-08 11:33:00,643,687
4538,2016-11-08 11:59:00,656,687
4539,2016-11-08 12:27:00,654,687
4540,2016-11-08 13:00:00,672,687
4541,2016-11-08 13:34:00,672,687
4542,2016-11-08 14:00:00,671,687
4543,2016-11-08 14:26:00,653,687
4544,2016-11-08 15:00:00,636,687
4545,2016-11-08 15:33:00,593,687
4546,2016-11-08 16:01:00,562,687
4547,2016-11-08 16:34:00,494,687
4548,2016-11-09 08:00:00,332,687
4549,2016-11-09 08:27:00,358,687
4550,2016-11-09 09:00:00,397,687
4551,2016-11-09 09:34:00,450,687
4552,2016-11-09 10:00:00,502,687
4553,2016-11-09 10:27:00,549,687
4554,2016-11-09 11:00:00,593,687
4555,2016-11-09 11:27:00,608,687
4556,2016-11-09 12:00:00,622,687
4557,2016-11-09 12:27:00,639,687
4558,2016-11-09 13:00:00,674,687
4559,2016-11-09 13:27:00,678,687
4560,2016-11-09 14:00:00,672,687
4561,2016-11-09 14:27:00,662,687
4562,2016-11-09 15:00:00,636,687
4563,2016-11-09 15:34:00,603,687
4564,2016-11-09 16:00:00,562,687
4565,2016-11-09 16:34:00,517,687
4566,2016-11-10 08:00:00,366,687
4567,2016-11-10 08:34:00,410,687
4568,2016-11-10 09:00:00,443,687
4569,2016-11-10 09:27:00,460,687
4570,2016-11-10 10:00:00,515,687
4571,2016-11-10 10:27:00,543,687
4572,2016-11-10 11:00:00,573,687
4573,2016-11-10 11:27:00,599,687
4574,2016-11-10 12:00:00,619,687
4575,2016-11-10 12:27:00,659,687
4576,2016-11-10 13:00:00,493,687
4577,2016-11-10 13:34:00,504,687
4578,2016-11-10 14:00:00,506,687
4579,2016-11-10 14:27:00,498,687
4580,2016-11-10 15:00:00,465,687
4581,2016-11-10 15:27:00,445,687
4582,2016-11-10 16:00:00,417,687
4583,2016-11-10 16:27:00,395,687
4584,2016-11-11 08:00:00,336,687
4585,2016-11-11 08:27:00,362,687
4586,2016-11-11 09:00:00,401,687
4587,2016-11-11 09:27:00,304,687
4588,2016-11-11 10:00:00,336,687
4589,2016-11-11 10:27:00,360,687
4590,2016-11-11 11:00:00,378,687
4591,2016-11-11 11:27:00,391,687
4592,2016-11-11 12:00:00,415,687
4593,2016-11-11 12:27:00,433,687
4594,2016-11-11 13:00:00,422,687
4595,2016-11-11 13:34:00,423,687
4596,2016-11-11 14:00:00,424,687
4597,2016-11-11 14:27:00,415,687
4598,2016-11-11 15:00:00,379,687
4599,2016-11-11 15:34:00,365,687
4600,2016-11-11 16:00:00,341,687
4601,2016-11-11 16:34:00,331,687
4602,2016-11-12 08:00:00,292,687
4603,2016-11-12 08:27:00,299,687
4604,2016-11-12 09:00:00,309,687
4605,2016-11-12 09:27:00,329,687
4606,2016-11-12 10:00:00,343,687
4607,2016-11-12 10:27:00,341,687
4608,2016-11-12 11:00:00,366,687
4609,2016-11-12 11:34:00,378,687
4610,2016-11-12 12:00:00,387,687
4611,2016-11-12 12:27:00,406,687
4612,2016-11-12 13:00:00,441,687
4613,2016-11-12 13:27:00,473,687
4614,2016-11-12 14:00:00,533,687
4615,2016-11-12 14:27:00,571,687
4616,2016-11-12 15:00:00,587,687
4617,2016-11-12 15:27:00,613,687
4618,2016-11-12 16:00:00,617,687
4619,2016-11-12 16:34:00,581,687
4620,2016-11-13 08:00:00,170,687
4621,2016-11-13 08:27:00,176,687
4622,2016-11-13 09:00:00,183,687
4623,2016-11-13 09:34:00,188,687
4624,2016-11-13 10:00:00,211,687
4625,2016-11-13 10:33:00,221,687
4626,2016-11-13 11:00:00,229,687
4627,2016-11-13 11:27:00,235,687
4628,2016-11-13 12:00:00,229,687
4629,2016-11-13 12:27:00,229,687
4630,2016-11-13 13:07:00,289,687
4631,2016-11-13 13:33:00,318,687
4632,2016-11-13 14:00:00,334,687
4633,2016-11-13 14:27:00,347,687
4634,2016-11-13 15:00:00,351,687
4635,2016-11-13 15:27:00,340,687
4636,2016-11-13 16:00:00,300,687
4637,2016-11-13 16:27:00,270,687
4638,2016-11-14 08:00:00,170,687
4639,2016-11-14 08:33:00,222,687
4640,2016-11-14 09:00:00,266,687
4641,2016-11-14 09:27:00,314,687
4642,2016-11-14 10:00:00,372,687
4643,2016-11-14 10:27:00,408,687
4644,2016-11-14 11:00:00,442,687
4645,2016-11-14 11:27:00,455,687
4646,2016-11-14 12:00:00,466,687
4647,2016-11-14 12:27:00,475,687
4648,2016-11-14 13:00:00,487,687
4649,2016-11-14 13:27:00,487,687
4650,2016-11-14 14:00:00,483,687
4651,2016-11-14 14:33:00,454,687
4652,2016-11-14 15:00:00,435,687
4653,2016-11-14 15:27:00,404,687
4654,2016-11-14 16:00:00,365,687
4655,2016-11-14 16:27:00,321,687
4656,2016-11-15 07:57:00,188,687
4657,2016-11-15 08:30:00,225,687
4658,2016-11-15 08:57:00,268,687
4659,2016-11-15 09:30:00,332,687
4660,2016-11-15 09:57:00,403,687
4661,2016-11-15 10:30:00,456,687
4662,2016-11-15 11:03:00,486,687
4663,2016-11-15 11:30:00,505,687
4664,2016-11-15 11:57:00,525,687
4665,2016-11-15 12:30:00,532,687
4666,2016-11-15 12:57:00,544,687
4667,2016-11-15 13:30:00,550,687
4668,2016-11-15 14:03:00,534,687
4669,2016-11-15 14:30:00,520,687
4670,2016-11-15 15:03:00,485,687
4671,2016-11-15 15:30:00,456,687
4672,2016-11-15 15:57:00,419,687
4673,2016-11-15 16:30:00,371,687
4674,2016-11-16 08:00:00,187,687
4675,2016-11-16 08:27:00,215,687
4676,2016-11-16 09:00:00,279,687
4677,2016-11-16 09:27:00,323,687
4678,2016-11-16 10:00:00,406,687
4679,2016-11-16 10:33:00,457,687
4680,2016-11-16 11:00:00,495,687
4681,2016-11-16 11:27:00,525,687
4682,2016-11-16 12:00:00,548,687
4683,2016-11-16 12:27:00,564,687
4684,2016-11-16 13:00:00,580,687
4685,2016-11-16 13:27:00,591,687
4686,2016-11-16 14:00:00,579,687
4687,2016-11-16 14:27:00,561,687
4688,2016-11-16 15:00:00,523,687
4689,2016-11-16 15:33:00,484,687
4690,2016-11-16 16:00:00,446,687
4691,2016-11-16 16:33:00,390,687
4692,2016-11-17 08:04:00,252,687
4693,2016-11-17 08:31:00,288,687
4694,2016-11-17 09:03:00,342,687
4695,2016-11-17 09:31:00,362,687
4696,2016-11-17 09:57:00,416,687
4697,2016-11-17 10:31:00,477,687
4698,2016-11-17 11:04:00,509,687
4699,2016-11-17 11:31:00,527,687
4700,2016-11-17 12:04:00,539,687
4701,2016-11-17 12:31:00,548,687
4702,2016-11-17 13:04:00,596,687
4703,2016-11-17 13:31:00,605,687
4704,2016-11-17 14:04:00,595,687
4705,2016-11-17 14:30:00,587,687
4706,2016-11-17 14:58:00,555,687
4707,2016-11-17 15:30:00,526,687
4708,2016-11-17 15:58:00,504,687
4709,2016-11-17 16:31:00,456,687
4710,2016-11-18 08:01:00,209,687
4711,2016-11-18 08:01:00,209,687
4712,2016-11-18 08:27:00,246,687
4713,2016-11-18 09:27:00,317,687
4714,2016-11-18 10:01:00,352,687
4715,2016-11-18 10:27:00,387,687
4716,2016-11-18 11:01:00,429,687
4717,2016-11-18 11:34:00,441,687
4718,2016-11-18 12:01:00,461,687
4719,2016-11-18 12:27:00,466,687
4720,2016-11-18 13:01:00,463,687
4721,2016-11-18 13:34:00,468,687
